customer_id,segment_name,recency_days,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Score,ticket_count,avg_resolution_hours,avg_sentiment_score,reopened_tickets,return_rate,email_opens_30d,campaign_clicks_30d,engagement_score,category_diversity,loyalty_tier,avg_discount_pct
CUST01186,Dormant,213,3,2962.35,1,2,3,6,1,21.6,0.11,0,0,0,0,0,2,No Tier,0.21666666666666667
CUST01187,Champions,25,5,3483.44,4,4,4,12,1,16.7,-1,0,0,0,0,0,4,Silver,0.332
CUST01188,Discount Sensitive,152,2,688.52,2,2,1,5,2,22.8,-0.77,1,0.5,7,3,10,2,Gold,0.5700000000000001
CUST01189,At Risk,221,3,3126.0299999999997,1,2,4,7,1,19.4,0.07,0,0,0,0,0,2,No Tier,0.14333333333333334
CUST01190,Champions,34,5,4507.73,4,4,4,12,0,0,0,0,0,0,0,0,4,No Tier,0.302
CUST01191,Discount Sensitive,112,1,510.71,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.57
CUST01192,Loyal Customers,50,5,3055.98,3,4,3,10,0,0,0,0,0,5,0,5,3,No Tier,0.136
CUST01193,Dormant,517,1,270.13,1,1,1,3,0,0,0,0,0,0,0,0,1,Silver,0.32
CUST01194,Discount Sensitive,145,3,1852.1599999999999,2,3,2,7,2,16.8,-0.285,0,0.3333333333333333,6,1,7,3,No Tier,0.33
CUST01195,Regular Customers,154,1,542.27,2,1,1,4,1,29.2,-0.95,0,1,5,0,5,1,Silver,0.23
CUST01196,Discount Sensitive,171,3,3110.08,2,3,3,8,1,1,-0.06,0,0.3333333333333333,5,1,6,2,No Tier,0.34
CUST01197,Discount Sensitive,137,2,406.22,2,2,1,5,0,0,0,0,0,8,3,11,1,No Tier,0.46
CUST01198,Regular Customers,48,2,996.83,3,2,1,6,1,11.7,0.26,0,0,1,0,1,2,Silver,0.275
CUST01199,Dormant,419,3,2144.4,1,3,3,7,1,29,-1,0,0.3333333333333333,0,0,0,3,Silver,0.25666666666666665
CUST01200,Regular Customers,50,2,1100.3,3,2,1,6,0,0,0,0,0,3,1,4,2,Platinum,0.135
CUST01201,High Value Unhappy,218,7,5885.4,1,5,5,11,4,34.95,-0.5925,1,0,0,0,0,5,Platinum,0.21285714285714286
CUST01202,Regular Customers,192,1,650.67,2,1,1,4,0,0,0,0,0,7,3,10,1,No Tier,0.3
CUST01203,Discount Sensitive,58,3,842.47,3,3,1,7,1,5.1,0.38,0,0,1,0,1,1,No Tier,0.37000000000000005
CUST01204,Champions,16,8,4921.26,5,5,5,15,2,39.75,-0.75,1,0,0,0,0,4,Gold,0.3125
CUST01205,Dormant,322,4,1861.62,1,3,2,6,0,0,0,0,0,2,0,2,3,No Tier,0.4175
CUST01206,Regular Customers,133,1,819.46,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.16
CUST01207,Discount Sensitive,170,2,638.4200000000001,2,2,1,5,0,0,0,0,0,0,0,0,2,No Tier,0.37
CUST01208,Regular Customers,37,4,1928.58,4,3,2,9,0,0,0,0,0,4,2,6,3,Silver,0.31
CUST01209,Champions,3,9,4517.05,5,5,4,14,1,53.6,-1,0,0.1111111111111111,6,1,7,3,No Tier,0.29
CUST01210,Dormant,326,1,429.55,1,1,1,3,0,0,0,0,0,5,1,6,1,Silver,0.34
CUST01211,High Value Unhappy,51,6,4369.23,3,4,4,11,4,15.05,-0.0075,0,0.16666666666666666,4,1,5,4,Platinum,0.38000000000000006
CUST01212,Champions,22,7,6134.99,4,5,5,14,2,24.3,-0.485,0,0.42857142857142855,2,1,3,4,No Tier,0.37285714285714283
CUST01213,Dormant,223,1,492.41,1,1,1,3,1,30.3,-1,0,0,5,1,6,1,Silver,0.21
CUST01214,High Value Unhappy,184,4,5584.12,2,3,5,10,0,0,0,0,0,0,0,0,3,Silver,0.2
CUST01215,Champions,28,5,4449.57,4,4,4,12,0,0,0,0,0,5,2,7,3,No Tier,0.168
CUST01216,Discount Sensitive,167,1,1022.33,2,1,1,4,0,0,0,0,0,5,2,7,1,Silver,0.35
CUST01217,Dormant,223,2,1295,1,2,2,5,0,0,0,0,0,0,0,0,1,No Tier,0.20500000000000002
CUST01218,Champions,6,7,4839.62,5,5,5,15,1,20.7,-0.53,1,0.14285714285714285,0,0,0,3,Silver,0.2785714285714286
CUST01219,Discount Sensitive,19,3,1368.38,4,3,2,9,2,32.9,-0.285,0,0,1,0,1,2,No Tier,0.3833333333333333
CUST01220,Regular Customers,158,1,1095.74,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.23
CUST01221,Regular Customers,28,4,2504.8,4,3,3,10,0,0,0,0,0,2,0,2,3,No Tier,0.30500000000000005
CUST01222,Regular Customers,11,4,2229.4500000000003,5,3,3,11,0,0,0,0,0,5,1,6,3,Silver,0.24
CUST01223,At Risk,178,6,3738.91,2,4,4,10,1,2,0.13,0,0,0,0,0,3,Gold,0.29
CUST01224,Discount Sensitive,93,1,1005.1,3,1,1,5,0,0,0,0,0,4,2,6,1,No Tier,0.33
CUST01225,Regular Customers,157,1,620.28,2,1,1,4,1,31.9,-0.95,0,0,1,0,1,1,No Tier,0.03
CUST01226,Regular Customers,97,4,2967.87,3,3,3,9,2,19.55,-0.625,0,0.5,0,0,0,4,Silver,0.3025
CUST01227,Loyal Customers,103,5,2824.19,3,4,3,10,1,43.2,-0.98,1,0.2,0,0,0,3,Silver,0.284
CUST01228,Dormant,272,4,2998.23,1,3,3,7,0,0,0,0,0,1,0,1,2,Silver,0.10750000000000001
CUST01229,Dormant,207,4,1965.74,1,3,2,6,1,9.8,-0.41,0,0.25,0,0,0,3,No Tier,0.235
CUST01230,Regular Customers,172,2,1398.63,2,2,2,6,0,0,0,0,0,1,0,1,1,No Tier,0.28
CUST01231,Regular Customers,14,4,2051.59,5,3,2,10,0,0,0,0,0,0,0,0,3,No Tier,0.25
CUST01232,Dormant,243,2,906.6800000000001,1,2,1,4,0,0,0,0,0,0,0,0,2,No Tier,0.185
CUST01233,Champions,11,9,8057.13,5,5,5,15,1,13.7,-0.26,0,0,0,0,0,3,No Tier,0.21666666666666667
CUST01234,Regular Customers,175,3,2999.91,2,3,3,8,0,0,0,0,0,4,1,5,3,No Tier,0.2733333333333334
CUST01235,At Risk,221,5,3111.29,1,4,4,9,0,0,0,0,0,2,1,3,3,No Tier,0.174
CUST01236,Champions,32,11,6340.12,4,5,5,14,1,15.6,-0.57,0,0,2,0,2,5,Gold,0.3145454545454545
CUST01237,Discount Sensitive,163,3,1474.19,2,3,2,7,1,18,-0.05,0,0,2,0,2,3,No Tier,0.34
CUST01238,High Value Unhappy,45,7,5105.49,3,5,5,13,1,19.3,-0.45,1,0,3,1,4,4,No Tier,0.2557142857142857
CUST01239,New Customers,10,2,2242.2200000000003,5,2,3,10,0,0,0,0,0,0,0,0,2,Silver,0.2
CUST01240,Discount Sensitive,79,1,434.11,3,1,1,5,0,0,0,0,0,5,2,7,1,No Tier,0.34
CUST01241,Regular Customers,56,2,505.20000000000005,3,2,1,6,0,0,0,0,0.5,11,0,11,1,No Tier,0.23500000000000001
CUST01242,High Value Unhappy,57,10,11607.81,3,5,5,13,2,17.45,-0.455,1,0.1,5,2,7,6,Gold,0.24300000000000002
CUST01243,Regular Customers,134,3,1470.48,2,3,2,7,1,39.2,-0.22,0,0,0,0,0,1,No Tier,0.2966666666666667
CUST01244,Champions,23,6,4620.29,4,4,4,12,1,49.1,-1,0,0,0,0,0,5,Gold,0.19499999999999998
CUST01245,Dormant,315,2,1283.42,1,2,2,5,0,0,0,0,0,0,0,0,2,No Tier,0.16499999999999998
CUST01246,Regular Customers,22,4,3353.49,4,3,4,11,1,49.8,-0.64,1,0,8,3,11,4,Silver,0.3125
CUST01247,Regular Customers,39,4,3108.17,4,3,3,10,1,44.4,-1,0,0,4,2,6,3,No Tier,0.2575
CUST01248,Regular Customers,48,2,2081.32,3,2,2,7,0,0,0,0,0,3,1,4,2,No Tier,0.22
CUST01249,Champions,14,6,4053.69,5,4,4,13,0,0,0,0,0,10,4,14,4,Platinum,0.24833333333333332
CUST01250,Regular Customers,41,2,2250.91,4,2,3,9,1,24.3,-0.93,0,0,4,2,6,1,Silver,0.24000000000000002
CUST01251,High Value Unhappy,112,11,6352.58,2,5,5,12,4,37.95,-0.66,2,0.18181818181818182,5,1,6,3,No Tier,0.33
CUST01252,Discount Sensitive,98,4,2575.58,3,3,3,9,0,0,0,0,0,0,0,0,4,Gold,0.365
CUST01253,Regular Customers,159,2,2035.62,2,2,2,6,0,0,0,0,0,7,1,8,2,No Tier,0.15
CUST01254,Discount Sensitive,11,3,3087.35,5,3,3,11,1,27.1,-1,0,0,0,0,0,2,Silver,0.3466666666666667
CUST01255,Regular Customers,29,2,2558.23,4,2,3,9,1,19,-0.55,1,0,0,0,0,2,No Tier,0.175
CUST01256,Dormant,346,1,564.83,1,1,1,3,1,21.9,-0.74,1,0,4,1,5,1,No Tier,0.21
CUST01257,Loyal Customers,87,5,3430.98,3,4,4,11,2,41.6,-0.48,1,0.2,6,0,6,3,Silver,0.316
CUST01258,High Value Unhappy,310,7,4454.38,1,5,4,10,1,1,-0.67,1,0,3,0,3,5,Silver,0.35000000000000003
CUST01259,High Value Unhappy,154,6,4645.31,2,4,4,10,3,20.900000000000002,-0.42,0,0.3333333333333333,0,0,0,5,Silver,0.3066666666666667
CUST01260,New Customers,11,2,1544.69,5,2,2,9,0,0,0,0,0,0,0,0,2,No Tier,0.085
CUST01261,Regular Customers,20,3,1007.37,4,3,1,8,0,0,0,0,0.3333333333333333,0,0,0,2,Gold,0.31333333333333335
CUST01262,Discount Sensitive,85,1,195.09,3,1,1,5,0,0,0,0,0,6,2,8,1,Silver,0.57
CUST01263,Champions,14,11,7575.91,5,5,5,15,3,20.366666666666667,-0.473333333,0,0.090909091,3,1,4,5,Platinum,0.26272727272727275
CUST01264,Regular Customers,111,2,2890.16,2,2,3,7,0,0,0,0,0,3,1,4,2,Silver,0.28
CUST01265,Discount Sensitive,3,4,2608.96,5,3,3,11,0,0,0,0,0,1,0,1,2,Silver,0.3575
CUST01266,Champions,40,8,6138.87,4,5,5,14,2,51.8,-0.785,1,0.125,0,0,0,4,No Tier,0.1225
CUST01267,High Value Unhappy,48,9,6217.47,3,5,5,13,1,19.9,-0.4,0,0,4,1,5,4,Silver,0.1811111111111111
CUST01268,High Value Unhappy,79,7,6083.44,3,5,5,13,2,45.55,-0.675,1,0.14285714285714285,5,2,7,3,No Tier,0.19
CUST01269,Regular Customers,30,2,1116.62,4,2,1,7,0,0,0,0,0,4,1,5,2,No Tier,0.11499999999999999
CUST01270,New Customers,15,2,535.01,5,2,1,8,1,36.1,-1,0,0,10,0,10,2,No Tier,0.375
CUST01271,New Customers,11,2,1285.54,5,2,2,9,0,0,0,0,0,4,0,4,2,No Tier,0.325
CUST01272,New Customers,12,2,2481.63,5,2,3,10,0,0,0,0,0,0,0,0,2,No Tier,0.275
CUST01273,Dormant,209,2,1602.01,1,2,2,5,1,46.6,-1,0,0,2,0,2,2,No Tier,0.315
CUST01274,Champions,18,8,6462.28,4,5,5,14,3,22.96666666666667,-0.126666667,0,0,0,0,0,3,Gold,0.34875
CUST01275,Regular Customers,52,4,3098.1,3,3,3,9,1,15.7,0.23,0,0,4,2,6,3,No Tier,0.295
CUST01276,Loyal Customers,24,6,3093.02,4,4,3,11,1,39.1,-1,0,0.16666666666666666,0,0,0,4,Silver,0.2966666666666667
CUST01277,At Risk,159,5,3500.13,2,4,4,10,0,0,0,0,0,5,2,7,4,No Tier,0.31
CUST01278,Loyal Customers,56,5,2929.04,3,4,3,10,1,13.4,-0.71,0,0.2,0,0,0,4,Silver,0.242
CUST01279,Discount Sensitive,161,1,1494.42,2,1,2,5,1,29.5,-0.26,0,1,3,1,4,1,Silver,0.35
CUST01280,High Value Unhappy,44,9,8496.5,3,5,5,13,0,0,0,0,0,3,0,3,6,Silver,0.29
CUST01281,Dormant,275,3,1971.02,1,3,2,6,0,0,0,0,0,0,0,0,3,No Tier,0.3233333333333333
CUST01282,Regular Customers,138,1,499.65,2,1,1,4,1,24.9,0.17,0,0,3,0,3,1,Silver,0.2
CUST01283,High Value Unhappy,100,10,6697.49,3,5,5,13,3,15.833333333333334,-0.67,0,0.1,0,0,0,5,No Tier,0.31999999999999995
CUST01284,At Risk,252,5,4033.89,1,4,4,9,1,21.9,-0.4,1,0,1,0,1,4,No Tier,0.336
CUST01285,High Value Unhappy,184,8,6478.76,2,5,5,12,1,14.4,-1,0,0,0,0,0,4,No Tier,0.255
CUST01286,Regular Customers,21,4,2484.92,4,3,3,10,0,0,0,0,0,1,0,1,3,Platinum,0.2475
CUST01287,Champions,4,5,3139.93,5,4,4,13,1,27.2,0.43,0,0,4,0,4,3,No Tier,0.376
CUST01288,Discount Sensitive,192,1,486.14,2,1,1,4,0,0,0,0,0,1,0,1,1,No Tier,0.38
CUST01289,Regular Customers,6,4,3429.63,5,3,4,12,0,0,0,0,0,5,2,7,3,Gold,0.2925
CUST01290,Regular Customers,1,4,2817.87,5,3,3,11,0,0,0,0,0,0,0,0,3,No Tier,0.225
CUST01291,Loyal Customers,24,5,2781.77,4,4,3,11,1,39,-0.51,0,0.2,0,0,0,4,No Tier,0.298
CUST01292,Regular Customers,10,3,2891.04,5,3,3,11,0,0,0,0,0,0,0,0,2,Silver,0.19000000000000003
CUST01293,Champions,18,8,5379.42,4,5,5,14,1,19.6,-0.41,0,0,4,0,4,3,Gold,0.26375
CUST01294,Discount Sensitive,21,2,1117.3899999999999,4,2,1,7,0,0,0,0,0,4,0,4,1,Silver,0.455
CUST01295,High Value Unhappy,181,4,12408.61,2,3,5,10,1,25,-0.73,1,0.25,2,0,2,3,Platinum,0.155
CUST01296,Discount Sensitive,4,3,2641.67,5,3,3,11,0,0,0,0,0,2,0,2,2,No Tier,0.35333333333333333
CUST01297,Loyal Customers,2,6,3084.59,5,4,3,12,2,39.35,-0.42,2,0,0,0,0,4,Silver,0.26666666666666666
CUST01298,Dormant,389,4,1161.46,1,3,1,5,1,15.1,-0.18,0,0.25,0,0,0,2,No Tier,0.3525
CUST01299,Dormant,231,3,2011.06,1,3,2,6,0,0,0,0,0,0,0,0,3,No Tier,0.20333333333333337
CUST01300,Champions,33,9,4951.68,4,5,5,14,1,11.4,0.71,0,0,5,0,5,3,No Tier,0.3488888888888889
CUST01301,Discount Sensitive,145,4,1662.8999999999999,2,3,2,7,2,44.650000000000006,-0.14,0,0,0,0,0,3,No Tier,0.38
CUST01302,Champions,29,9,7115.13,4,5,5,14,0,0,0,0,0,5,2,7,3,No Tier,0.23222222222222222
CUST01303,Regular Customers,80,2,1442.63,3,2,2,7,2,5.95,0.325,0,0,3,0,3,1,No Tier,0.28
CUST01304,Loyal Customers,25,6,2819.6800000000003,4,4,3,11,1,22.1,-0.55,0,0,0,0,0,4,Silver,0.2333333333333333
CUST01305,Discount Sensitive,110,1,311.4,2,1,1,4,0,0,0,0,0,0,0,0,1,Silver,0.45
CUST01306,Champions,39,7,7826.82,4,5,5,14,1,1,0.18,0,0.14285714285714285,4,2,6,4,No Tier,0.24285714285714285
CUST01307,Dormant,294,2,1179.22,1,2,2,5,0,0,0,0,0,5,2,7,1,No Tier,0.22
CUST01308,Regular Customers,179,3,2085.04,2,3,2,7,0,0,0,0,0,3,1,4,2,Silver,0.24666666666666667
CUST01309,Champions,0,8,4131.1,5,5,4,14,0,0,0,0,0,6,0,6,5,No Tier,0.37625
CUST01310,High Value Unhappy,57,6,4660.18,3,4,4,11,3,23.366666666666664,-0.556666667,1,0,6,1,7,3,No Tier,0.27666666666666667
CUST01311,Champions,10,7,4950.09,5,5,5,15,1,35.7,-0.88,0,0.14285714285714285,0,0,0,3,No Tier,0.35000000000000003
CUST01312,High Value Unhappy,52,6,5456.15,3,4,5,12,0,0,0,0,0,4,0,4,4,Silver,0.19833333333333333
CUST01313,Champions,40,8,7816.55,4,5,5,14,1,23.5,0,1,0.125,0,0,0,5,No Tier,0.31875
CUST01314,Champions,17,6,4916.42,5,4,5,14,2,13.9,-0.025,0,0.16666666666666666,0,0,0,4,No Tier,0.24166666666666667
CUST01315,Dormant,282,1,473.31,1,1,1,3,0,0,0,0,0,0,0,0,1,No Tier,0.29
CUST01316,Regular Customers,180,1,407.44,2,1,1,4,1,38.3,-0.49,0,0,7,2,9,1,No Tier,0.25
CUST01317,At Risk,316,4,3389,1,3,4,8,0,0,0,0,0,0,0,0,3,Silver,0.185
CUST01318,Regular Customers,190,2,911.45,2,2,1,5,0,0,0,0,0,3,1,4,1,Silver,0.1
CUST01319,Regular Customers,23,2,1224.1,4,2,2,8,0,0,0,0,0,3,1,4,2,No Tier,0.31
CUST01320,Dormant,210,3,1828.6799999999998,1,3,2,6,1,37.4,-0.7,0,0.3333333333333333,2,1,3,2,No Tier,0.18999999999999997
CUST01321,Champions,35,8,4480.23,4,5,4,13,3,27.400000000000002,-0.53,1,0.25,8,2,10,4,No Tier,0.29875
CUST01322,At Risk,156,4,3476.6,2,3,4,9,0,0,0,0,0,0,0,0,3,No Tier,0.2525
CUST01323,Dormant,336,3,1273.29,1,3,2,6,0,0,0,0,0,1,0,1,3,No Tier,0.43333333333333335
CUST01324,Dormant,287,1,967.23,1,1,1,3,0,0,0,0,0,3,1,4,1,No Tier,0.14
CUST01325,Champions,27,8,8601.32,4,5,5,14,2,30.2,-0.37,1,0,2,0,2,5,No Tier,0.21
CUST01326,High Value Unhappy,191,3,4393.63,2,3,4,9,0,0,0,0,0,0,0,0,2,No Tier,0.35000000000000003
CUST01327,Champions,4,6,6707.79,5,4,5,14,0,0,0,0,0.16666666666666666,6,2,8,2,No Tier,0.235
CUST01328,Regular Customers,33,4,3436.0299999999997,4,3,4,11,0,0,0,0,0,0,0,0,2,Silver,0.265
CUST01329,Champions,5,6,3260.46,5,4,4,13,1,24.8,-1,0,0.16666666666666666,0,0,0,4,Silver,0.3016666666666667
CUST01330,Champions,3,6,5424.99,5,4,5,14,1,3.5,-0.26,0,0,0,0,0,4,No Tier,0.2416666666666667
CUST01331,High Value Unhappy,55,7,6201.48,3,5,5,13,2,31.9,-0.37,0,0,4,1,5,5,No Tier,0.26999999999999996
CUST01332,Champions,7,6,5804.94,5,4,5,14,0,0,0,0,0,0,0,0,3,Gold,0.2333333333333333
CUST01333,Regular Customers,107,1,420.65,3,1,1,5,0,0,0,0,0,3,1,4,1,No Tier,0.18
CUST01334,Dormant,220,4,2962.17,1,3,3,7,1,9.3,0,0,0,0,0,0,2,No Tier,0.1625
CUST01335,Champions,28,8,6755.67,4,5,5,14,1,38.9,-1,1,0,2,0,2,5,Platinum,0.24750000000000003
CUST01336,Regular Customers,61,2,910.6700000000001,3,2,1,6,0,0,0,0,0,0,0,0,2,Gold,0.22999999999999998
CUST01337,New Customers,5,2,1695.5300000000002,5,2,2,9,0,0,0,0,0,3,1,4,2,No Tier,0.255
CUST01338,Discount Sensitive,67,1,232.88,3,1,1,5,1,35.8,-0.74,0,1,0,0,0,1,No Tier,0.43
CUST01339,Dormant,222,1,450.33,1,1,1,3,1,19.9,0.27,0,0,1,0,1,1,Gold,0.26
CUST01340,Regular Customers,136,1,624.33,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.07
CUST01341,Regular Customers,98,1,395.13,3,1,1,5,0,0,0,0,0,3,0,3,1,No Tier,0.23
CUST01342,Regular Customers,144,3,2125.98,2,3,3,8,0,0,0,0,0,0,0,0,3,No Tier,0.2966666666666667
CUST01343,Champions,2,8,4969.94,5,5,5,15,1,37.4,-0.95,0,0,0,0,0,5,No Tier,0.1775
CUST01344,Dormant,455,1,1054.04,1,1,1,3,0,0,0,0,0,0,0,0,1,No Tier,0.28
CUST01345,Regular Customers,17,3,4114.54,5,3,4,12,0,0,0,0,0,1,0,1,3,No Tier,0.31666666666666665
CUST01346,Champions,24,11,7141.32,4,5,5,14,2,21.700000000000003,0.039999999999999994,0,0,2,1,3,5,Silver,0.35454545454545455
CUST01347,Discount Sensitive,188,1,316.63,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.39
CUST01348,Dormant,200,4,2160.61,1,3,3,7,1,30,-0.84,0,0.25,0,0,0,3,Silver,0.245
CUST01349,Champions,35,5,4006.6400000000003,4,4,4,12,0,0,0,0,0,7,2,9,5,No Tier,0.2
CUST01350,Dormant,250,2,1242.73,1,2,2,5,1,43.3,-0.48,1,0,2,0,2,1,Gold,0.215
CUST01351,Discount Sensitive,90,1,542.87,3,1,1,5,1,21.1,-0.54,1,1,2,0,2,1,No Tier,0.42
CUST01352,High Value Unhappy,183,7,5877.57,2,5,5,12,2,30.9,-0.405,0,0.14285714285714285,0,0,0,4,No Tier,0.3614285714285714
CUST01353,Regular Customers,20,2,875.0699999999999,4,2,1,7,1,12.4,-0.28,0,0,3,1,4,2,No Tier,0.185
CUST01354,Discount Sensitive,6,3,1670.79,5,3,2,10,1,10,0.13,0,0,0,0,0,3,Platinum,0.3666666666666667
CUST01355,Regular Customers,14,4,3034.98,5,3,3,11,0,0,0,0,0,0,0,0,3,Silver,0.32
CUST01356,Regular Customers,102,2,1149.21,3,2,1,6,1,15.5,-0.4,0,0,0,0,0,2,No Tier,0.265
CUST01357,High Value Unhappy,186,6,4681.22,2,4,4,10,0,0,0,0,0,0,0,0,3,No Tier,0.35000000000000003
CUST01358,Regular Customers,11,3,2267.79,5,3,3,11,0,0,0,0,0,10,3,13,3,No Tier,0.31
CUST01359,At Risk,166,5,3628.17,2,4,4,10,3,30.166666666666668,-0.37,1,0,3,1,4,5,No Tier,0.274
CUST01360,High Value Unhappy,220,8,12310.69,1,5,5,11,2,12.649999999999999,0.205,0,0,5,2,7,6,Silver,0.395
CUST01361,Regular Customers,39,2,1394.67,4,2,2,8,0,0,0,0,0,1,0,1,2,No Tier,0.135
CUST01362,Regular Customers,140,4,2803.19,2,3,3,8,2,22.8,-0.935,1,0,5,1,6,3,Silver,0.32
CUST01363,Champions,14,5,3348.52,5,4,4,13,0,0,0,0,0,8,2,10,4,Gold,0.31799999999999995
CUST01364,Dormant,208,1,1261,1,1,2,4,0,0,0,0,0,0,0,0,1,Silver,0.2
CUST01365,Dormant,307,2,749.98,1,2,1,4,0,0,0,0,0,2,0,2,1,No Tier,0.36
CUST01366,At Risk,158,6,3862.08,2,4,4,10,1,44.2,-0.61,0,0,0,0,0,4,Gold,0.4466666666666666
CUST01367,Regular Customers,116,1,363.62,2,1,1,4,1,32.8,-0.63,0,0,3,1,4,1,Silver,0.23
CUST01368,Dormant,368,1,498.64,1,1,1,3,0,0,0,0,0,6,3,9,1,No Tier,0.33
CUST01369,Regular Customers,27,3,1987.3700000000001,4,3,2,9,1,28.7,-0.5,0,0.3333333333333333,7,2,9,2,Silver,0.19999999999999998
CUST01370,Regular Customers,47,4,4175.42,3,3,4,10,0,0,0,0,0,0,0,0,3,No Tier,0.1575
CUST01371,High Value Unhappy,23,4,5626.71,4,3,5,12,1,19.7,-0.32,0,0,0,0,0,3,No Tier,0.16999999999999998
CUST01372,Regular Customers,131,1,366.8,2,1,1,4,1,20.3,-0.24,0,1,1,0,1,1,Silver,0.1
CUST01373,Discount Sensitive,105,1,291.54,3,1,1,5,0,0,0,0,0,0,0,0,1,No Tier,0.6
CUST01374,Regular Customers,148,1,282,2,1,1,4,0,0,0,0,0,1,0,1,1,No Tier,0.19
CUST01375,Loyal Customers,8,5,2961.63,5,4,3,12,0,0,0,0,0,7,3,10,3,Silver,0.22999999999999998
CUST01376,New Customers,4,2,1173.88,5,2,2,9,0,0,0,0,0,0,0,0,1,No Tier,0.04
CUST01377,New Customers,12,2,1222.72,5,2,2,9,1,27.9,-0.51,1,0,1,0,1,2,No Tier,0.23500000000000001
CUST01378,Regular Customers,177,1,348.74,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.16
CUST01379,Dormant,246,1,2392.34,1,1,3,5,0,0,0,0,0,3,1,4,1,Silver,0
CUST01380,Champions,27,8,4291.17,4,5,4,13,1,27.9,-0.36,0,0,3,1,4,5,No Tier,0.3025
CUST01381,High Value Unhappy,56,9,6070.99,3,5,5,13,0,0,0,0,0,6,3,9,6,Gold,0.23444444444444443
CUST01382,Regular Customers,64,3,1589.74,3,3,2,8,1,57,-1,1,0.3333333333333333,8,1,9,3,No Tier,0.16666666666666666
CUST01383,Loyal Customers,3,5,2934.6099999999997,5,4,3,12,1,16.3,-0.66,0,0,0,0,0,3,Silver,0.182
CUST01384,High Value Unhappy,205,6,7520.42,1,4,5,10,2,44.25,-1,1,0.16666666666666666,0,0,0,3,No Tier,0.2733333333333334
CUST01385,Champions,6,6,3144.83,5,4,4,13,1,33.3,-1,0,0.16666666666666666,9,4,13,4,No Tier,0.38166666666666665
CUST01386,Champions,24,7,7871,4,5,5,14,4,31.05,-0.9075,2,0.14285714285714285,1,0,1,4,Gold,0.24285714285714288
CUST01387,High Value Unhappy,188,7,6963.04,2,5,5,12,0,0,0,0,0,0,0,0,4,No Tier,0.23
CUST01388,At Risk,130,2,3498.38,2,2,4,8,0,0,0,0,0,0,0,0,2,No Tier,0.305
CUST01389,Loyal Customers,51,5,3418.09,3,4,4,11,1,61,-0.85,0,0,4,2,6,4,No Tier,0.22800000000000004
CUST01390,Champions,3,5,4335.11,5,4,4,13,0,0,0,0,0,4,1,5,4,No Tier,0.128
CUST01391,Regular Customers,26,4,4170.52,4,3,4,11,1,8,0.7,0,0,3,1,4,3,No Tier,0.1975
CUST01392,Regular Customers,39,2,2074.31,4,2,2,8,0,0,0,0,0,6,1,7,2,No Tier,0.125
CUST01393,Regular Customers,145,4,2203.42,2,3,3,8,0,0,0,0,0,2,1,3,4,No Tier,0.26
CUST01394,Champions,17,6,6809.219999999999,5,4,5,14,0,0,0,0,0,2,1,3,4,No Tier,0.36833333333333335
CUST01395,Champions,31,7,6725.89,4,5,5,14,0,0,0,0,0,4,0,4,5,No Tier,0.31285714285714283
CUST01396,Discount Sensitive,187,1,826.44,2,1,1,4,1,5.3,0.02,0,0,2,0,2,1,No Tier,0.35
CUST01397,High Value Unhappy,47,8,6615.66,3,5,5,13,1,1,-0.1,0,0,0,0,0,5,No Tier,0.18375
CUST01398,Regular Customers,117,1,1672.19,2,1,2,5,1,26.7,-1,0,1,0,0,0,1,No Tier,0.12
CUST01399,Champions,4,9,4800.65,5,5,5,15,2,28.299999999999997,-0.905,0,0.1111111111111111,3,1,4,5,Silver,0.3711111111111111
CUST01400,Regular Customers,194,2,863.9,2,2,1,5,0,0,0,0,0,1,0,1,2,No Tier,0.195
CUST01401,Regular Customers,3,3,3231.27,5,3,4,12,0,0,0,0,0,0,0,0,3,No Tier,0.22
CUST01402,Dormant,314,2,1474.48,1,2,2,5,1,42.8,-0.96,1,0,5,2,7,2,No Tier,0.265
CUST01403,Dormant,389,4,2287.41,1,3,3,7,0,0,0,0,0,5,0,5,2,No Tier,0.14
CUST01404,High Value Unhappy,262,9,6788.52,1,5,5,11,2,10.25,-0.54,0,0.1111111111111111,8,1,9,4,Gold,0.22333333333333336
CUST01405,Discount Sensitive,40,4,2894.68,4,3,3,10,0,0,0,0,0,0,0,0,2,Gold,0.3325
CUST01406,High Value Unhappy,282,5,5888.31,1,4,5,10,1,10.2,0.31,0,0,0,0,0,2,Gold,0.21400000000000002
CUST01407,Dormant,199,3,1992.79,1,3,2,6,2,31.35,-0.52,0,0,3,0,3,2,Silver,0.18333333333333335
CUST01408,Dormant,367,2,792.08,1,2,1,4,0,0,0,0,0,2,0,2,2,Silver,0.41000000000000003
CUST01409,Champions,23,6,3485.92,4,4,4,12,2,37.35,-0.81,0,0.16666666666666666,0,0,0,3,Gold,0.36000000000000004
